Invoice Date,Invoice ID,Invoice Number,Invoice Status,Customer ID,Customer Name,Company Name,Due Date,PurchaseOrder,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Template Name,Entity Discount Percent,WriteOff Date,WriteOff Amount,WriteOff Exchange Rate,SubTotal,Total,Balance,Adjustment,Adjustment Description,Expected Payment Date,Last Payment Date,Payment Terms,Payment Terms Label,Notes,Terms & Conditions,Entity Discount Amount,Branch ID,Branch Name,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Amount,Item Name,Item Desc,Quantity,Discount,Discount Amount,Item Total,Usage unit,Item Price,Expense Reference ID,Recurrence Name,PayPal,Authorize.Net,Google Checkout,Payflow Pro,Stripe,Paytm,2Checkout,Braintree,Forte,WorldPay,Payments Pro,Square,WePay,Razorpay,GoCardless,Partial Payments,Billing Address,Billing City,Billing State,Billing Country,Billing Code,Billing Phone,Billing Fax,Shipping Address,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Fax,Shipping Phone Number,SKU,Project ID,Project Name,Round Off,Sales person,Subject,Primary Contact EmailID,Primary Contact Mobile,Primary Contact Phone,Estimate Number
1/26/2024,2930117000000697192,INV-001276,Overdue,2930117000000454033,ANNIE JEWEL & CHARLIES KIDS,ANNIE JEWEL & CHARLIES KIDS,1/26/2024,AK22082351178,USD,1,item_level,TRUE,Standard Template,0,,0,1,226,246,246,0,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0,,,20,,,WILD AND FREE CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: WILD AND FREE CROP
STYLE#: PPC-KIDSSUM115
UPC: PPC1280SUM115
C/#: BLACK
S X 1
M X 1
L X 1
XL X 1",4,0,0,88,,22,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3401 Kemp Suite B,Wichita Falls,Texas,U.S.A,76308,,,3401 Kemp Suite B,Wichita Falls,Texas,U.S.A,76308,,,,,,0,,,,,,
1/26/2024,2930117000000697192,INV-001276,Overdue,2930117000000454033,ANNIE JEWEL & CHARLIES KIDS,ANNIE JEWEL & CHARLIES KIDS,1/26/2024,AK22082351178,USD,1,item_level,TRUE,Standard Template,0,,0,1,226,246,246,0,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0,,,20,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: WOODSTOCK SUMMER OF LOVE CROP
STYLE#: PPC-KIDS202344
UPC/#: PPC1187202344
C/#: WHITE
S X 1
M X 1
L X 1
XL X 0 SOLD OUT",3,0,0,72,,24,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3401 Kemp Suite B,Wichita Falls,Texas,U.S.A,76308,,,3401 Kemp Suite B,Wichita Falls,Texas,U.S.A,76308,,,,,,0,,,,,,
1/26/2024,2930117000000697192,INV-001276,Overdue,2930117000000454033,ANNIE JEWEL & CHARLIES KIDS,ANNIE JEWEL & CHARLIES KIDS,1/26/2024,AK22082351178,USD,1,item_level,TRUE,Standard Template,0,,0,1,226,246,246,0,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0,,,20,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: MALIBU MOTORS CROP
CREW TEE | 100% COTTON OFF-BLACK
SKU/#: PPC-KIDSSUM118
UPC/#: PPC1283SUM118
C/#: BLK
S X 1
M X 1
L X 1
XL X 0 SOLD OUT",3,0,0,66,,22,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3401 Kemp Suite B,Wichita Falls,Texas,U.S.A,76308,,,3401 Kemp Suite B,Wichita Falls,Texas,U.S.A,76308,,,,,,0,,,,,,
1/18/2024,2930117000000799059,INV-001474,Draft,2930117000000799049,LEY POP SHOPPE LLC,LEY POP SHOPPE LLC,1/18/2024,CK241023501100 B,USD,1,item_level,TRUE,Template-shipTo,0,,0,1,156,171,171,0,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0,,,15,,,NOPE CROP P/O,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: NOPE CROP PULLOVER
STYLE#: PPC-GRLSFALL501
UPC: PPC1334ALL501
C/#: WHITE
S X 2
M X 2
L X 2",6,0,0,156,,26,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3151 Airway Ave,,,U.S.A,,,,333 cherry ave,,,U.S.A,,,,,,,0,,,,,,
1/22/2024,2930117000000871001,INV-001563,Draft,2930117000000119001,Kid Biz,Kid Biz,1/22/2024,NR-123123-2 RESHIP,USD,1,item_level,TRUE,Template-shipTo,0,,0,1,0,0,0,0,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0,,,0,,,,"RESHIP
BRAND: PRINCE PETER COLLECTION
DESCRIPTION: ON WEDNESDAYS WE WEAR PINK
STYLE: PPC-MNG101  
C/#: PINK
S X 1
M X 2
L X 2
XL X 1",6,0,0,0,,0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5370 W. Lovers Lane,Dallas,TX,,75209,,,5370 W. Lovers Lane,Dallas,TX,,75209,,,,,,0,,,,,,
1/22/2024,2930117000000872032,INV-001565,Draft,2930117000000872022,BUNDLE OF JOY,BUNDLE OF JOY,1/22/2024,CK18012438051,USD,1,item_level,TRUE,Template-shipTo,0,,0,1,264,279,279,0,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0,,,15,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: LSU GAMEDAY TEE
UPC: PRINPPLSU-1
ITEM#: PP-LSU-1
S X 1
M X 2
L X 2
XL X 1",6,0,0,132,,22,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5520 Johnston Street,Lafayette,LA,U.S.A,70503,,,5520 Johnston Street,Lafayette,LA,U.S.A,70503,,,,,,0,,,,,,
1/22/2024,2930117000000872032,INV-001565,Draft,2930117000000872022,BUNDLE OF JOY,BUNDLE OF JOY,1/22/2024,CK18012438051,USD,1,item_level,TRUE,Template-shipTo,0,,0,1,264,279,279,0,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0,,,15,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: LSU FEAR THE ROAR CROP
UPC: PRINPPLSU-2
ITEM#: PP-LSU-2
S X 1
M X 2
L X 2
XL X 1",6,0,0,132,,22,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5520 Johnston Street,Lafayette,LA,U.S.A,70503,,,5520 Johnston Street,Lafayette,LA,U.S.A,70503,,,,,,0,,,,,,
1/22/2024,2930117000000872056,INV-001566,Draft,2930117000000872046,WEEPEAT BOUTIQUE,WEEPEAT BOUTIQUE,1/22/2024,CK1701245415,USD,1,item_level,TRUE,Template-shipTo,0,,0,1,704,739,739,0,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0,,,35,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: Crimson gameday crop
UPC: PRINPP-AL-1
ITEM#: PP-AL-1
S X 2
M X 2
L X 2
XL X 2",8,0,0,176,,22,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5479 US Hwy. 280 SUITE 124,Birmingham,AL,U.S.A,35242,,,5479 US Hwy. 280 SUITE 124,Birmingham,AL,U.S.A,35242,,,,,,0,,,,,,
1/22/2024,2930117000000872056,INV-001566,Draft,2930117000000872046,WEEPEAT BOUTIQUE,WEEPEAT BOUTIQUE,1/22/2024,CK1701245415,USD,1,item_level,TRUE,Template-shipTo,0,,0,1,704,739,739,0,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0,,,35,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: white ""bama"" TEE
UPC: PRINPP-AL-2
ITEM#: PP-AL-2
S X 2
M X 2
L X 2
XL X 2",8,0,0,176,,22,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5479 US Hwy. 280 SUITE 124,Birmingham,AL,U.S.A,35242,,,5479 US Hwy. 280 SUITE 124,Birmingham,AL,U.S.A,35242,,,,,,0,,,,,,
1/22/2024,2930117000000872056,INV-001566,Draft,2930117000000872046,WEEPEAT BOUTIQUE,WEEPEAT BOUTIQUE,1/22/2024,CK1701245415,USD,1,item_level,TRUE,Template-shipTo,0,,0,1,704,739,739,0,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0,,,35,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: black ""dixiland delight"" CROP
UPC: PRINPP-AL-3
ITEM#: PP-AL-3
S X 2
M X 2
L X 2
XL X 2",8,0,0,176,,22,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5479 US Hwy. 280 SUITE 124,Birmingham,AL,U.S.A,35242,,,5479 US Hwy. 280 SUITE 124,Birmingham,AL,U.S.A,35242,,,,,,0,,,,,,
