Invoice Date,Invoice ID,Invoice Number,Invoice Status,Customer ID,Customer Name,Company Name,Due Date,PurchaseOrder,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Template Name,Entity Discount Percent,WriteOff Date,WriteOff Amount,WriteOff Exchange Rate,SubTotal,Total,Balance,Adjustment,Adjustment Description,Expected Payment Date,Last Payment Date,Payment Terms,Payment Terms Label,Notes,Terms & Conditions,Entity Discount Amount,Branch ID,Branch Name,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Amount,Item Name,Item Desc,Quantity,Discount,Discount Amount,Item Total,Usage unit,Item Price,Expense Reference ID,Recurrence Name,PayPal,Authorize.Net,Google Checkout,Payflow Pro,Stripe,Paytm,2Checkout,Braintree,Forte,WorldPay,Payments Pro,Square,WePay,Razorpay,GoCardless,Partial Payments,Billing Address,Billing City,Billing State,Billing Country,Billing Code,Billing Phone,Billing Fax,Shipping Address,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Fax,Shipping Phone Number,SKU,Project ID,Project Name,Round Off,Sales person,Subject,Primary Contact EmailID,Primary Contact Mobile,Primary Contact Phone,Estimate Number
2024-01-26,2930117000000697192,INV-001276,Overdue,2930117000000454033,ANNIE JEWEL & CHARLIES KIDS,ANNIE JEWEL & CHARLIES KIDS,2024-01-26,AK22082351178,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,226.00,246.00,246.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0.0,,,20.00,,,WILD AND FREE CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: WILD AND FREE CROP
STYLE#: PPC-KIDSSUM115
UPC: PPC1280SUM115
C/#: BLACK
S X 1
M X 1
L X 1
XL X 1",4.00,0.00,0.000,88.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3401 Kemp Suite B,Wichita Falls,Texas,U.S.A,76308,,,3401 Kemp Suite B,Wichita Falls,Texas,U.S.A,76308,,,,,,0.00,,,,,,
2024-01-26,2930117000000697192,INV-001276,Overdue,2930117000000454033,ANNIE JEWEL & CHARLIES KIDS,ANNIE JEWEL & CHARLIES KIDS,2024-01-26,AK22082351178,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,226.00,246.00,246.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0.0,,,20.00,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: WOODSTOCK SUMMER OF LOVE CROP
STYLE#: PPC-KIDS202344
UPC/#: PPC1187202344
C/#: WHITE
S X 1
M X 1
L X 1
XL X 0 SOLD OUT",3.00,0.00,0.000,72.00,,24.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3401 Kemp Suite B,Wichita Falls,Texas,U.S.A,76308,,,3401 Kemp Suite B,Wichita Falls,Texas,U.S.A,76308,,,,,,0.00,,,,,,
2024-01-26,2930117000000697192,INV-001276,Overdue,2930117000000454033,ANNIE JEWEL & CHARLIES KIDS,ANNIE JEWEL & CHARLIES KIDS,2024-01-26,AK22082351178,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,226.00,246.00,246.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,,0.0,,,20.00,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: MALIBU MOTORS CROP
CREW TEE | 100% COTTON OFF-BLACK
SKU/#: PPC-KIDSSUM118
UPC/#: PPC1283SUM118
C/#: BLK
S X 1
M X 1
L X 1
XL X 0 SOLD OUT",3.00,0.00,0.000,66.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3401 Kemp Suite B,Wichita Falls,Texas,U.S.A,76308,,,3401 Kemp Suite B,Wichita Falls,Texas,U.S.A,76308,,,,,,0.00,,,,,,
2023-11-08,2930117000000710003,INV-001296,Closed,2930117000000460291,THE LITTLE THINGS,THE LITTLE THINGS,2023-11-08,CK30082338493,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,830.00,865.00,0.00,0.00,Adjustment,,2023-11-08,0,Due on Receipt,Thanks for your business.,,0.0,,,35.00,,,PARK CITY PULLOVER,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: PARK CITY PULLOVER
STYLE/#: PPC-KDSFALL222
UPC/#: PPC1248ALL222
C/#: RED
S X 1
M X 2
L X 2
XL X 1",6.00,0.00,0.000,120.00,,20.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,,,,0.00,,,,,,
2023-11-08,2930117000000710003,INV-001296,Closed,2930117000000460291,THE LITTLE THINGS,THE LITTLE THINGS,2023-11-08,CK30082338493,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,830.00,865.00,0.00,0.00,Adjustment,,2023-11-08,0,Due on Receipt,Thanks for your business.,,0.0,,,35.00,,,ASPEN P/O,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: ASPEN SKI RESORT PULLOVER
STYLE#: PPC-KIDSFALL223
UPC/#: PPC1249ALL223
C/#: BLACK
S X 0 SOLD OUT
M X 2
L X 0 SOLD OUT
XL X 1",3.00,0.00,0.000,60.00,,20.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,,,,0.00,,,,,,
2023-11-08,2930117000000710003,INV-001296,Closed,2930117000000460291,THE LITTLE THINGS,THE LITTLE THINGS,2023-11-08,CK30082338493,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,830.00,865.00,0.00,0.00,Adjustment,,2023-11-08,0,Due on Receipt,Thanks for your business.,,0.0,,,35.00,,,STAR SMILEY CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: STAR SMILEY CROP
STYLE: PPC-KIDSSUM107
UPC/#: PPC1281SUM107
C/#: WHITE
S X 1
M X 2
L X 2
XL X 1",6.00,0.00,0.000,132.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,,,,0.00,,,,,,
2023-11-08,2930117000000710003,INV-001296,Closed,2930117000000460291,THE LITTLE THINGS,THE LITTLE THINGS,2023-11-08,CK30082338493,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,830.00,865.00,0.00,0.00,Adjustment,,2023-11-08,0,Due on Receipt,Thanks for your business.,,0.0,,,35.00,,,WOODSTOCK SUMMER OF LOVE CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: WOODSTOCK SUMMER OF LOVE CROP
STYLE#: PPC-KIDSSUM111
UPC/#: PPC1276SUM111
C/#: WHITE
S X 1
M X 2
L X 2
XL X 1",6.00,0.00,0.000,144.00,,24.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,,,,0.00,,,,,,
2023-11-08,2930117000000710003,INV-001296,Closed,2930117000000460291,THE LITTLE THINGS,THE LITTLE THINGS,2023-11-08,CK30082338493,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,830.00,865.00,0.00,0.00,Adjustment,,2023-11-08,0,Due on Receipt,Thanks for your business.,,0.0,,,35.00,,,CASSETTE TAPES CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: CASSETTE TAPES CROP
DISTRESSED CROP TOP | 100% COTTON
SKU/#: PPC-KIDSP2-141
UPC/#: PPC1209P2-141
C/#: WHITE
S X 1
M X 2
L X 2
XL X 1",6.00,0.00,0.000,132.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,PPC-KIDSP2-141,,,0.00,,,,,,
2023-11-08,2930117000000710003,INV-001296,Closed,2930117000000460291,THE LITTLE THINGS,THE LITTLE THINGS,2023-11-08,CK30082338493,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,830.00,865.00,0.00,0.00,Adjustment,,2023-11-08,0,Due on Receipt,Thanks for your business.,,0.0,,,35.00,,,MALIBU MOTORS CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: MALIBU MOTORS CROP
STYLE#: PPC-KIDSSUM117
UPC/#: PPC1282SUM117
C/#: OFF-BLACK
S X 1
M X 2
L X 2
XL X 0 SOLD OUT",5.00,0.00,0.000,110.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,PPC-KIDSSUM117,,,0.00,,,,,,
2023-11-08,2930117000000710003,INV-001296,Closed,2930117000000460291,THE LITTLE THINGS,THE LITTLE THINGS,2023-11-08,CK30082338493,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,830.00,865.00,0.00,0.00,Adjustment,,2023-11-08,0,Due on Receipt,Thanks for your business.,,0.0,,,35.00,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: NYC PRINCE ST CROP
DISTRESSED CROP TOP | 100% COTTON
SKU/#: PPC-KIDSSUM123
UPC/#: PPC1279SUM123
C/#: GREY
S X 1
M X 2
L X 2
XL X 1",6.00,0.00,0.000,132.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,6465 E MOCKING BIRD LANE,DALLAS,TX,,75214,,,,,,0.00,,,,,,
