Invoice Date,Invoice ID,Invoice Number,Invoice Status,Customer ID,Customer Name,Company Name,Due Date,PurchaseOrder,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Template Name,Entity Discount Percent,WriteOff Date,WriteOff Amount,WriteOff Exchange Rate,SubTotal,Total,Balance,Adjustment,Adjustment Description,Expected Payment Date,Last Payment Date,Payment Terms,Payment Terms Label,Notes,Terms & Conditions,Entity Discount Amount,Branch ID,Branch Name,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Amount,Item Name,Item Desc,Quantity,Discount,Discount Amount,Item Total,Usage unit,Item Price,Expense Reference ID,Recurrence Name,PayPal,Authorize.Net,Google Checkout,Payflow Pro,Stripe,Paytm,2Checkout,Braintree,Forte,WorldPay,Payments Pro,Square,WePay,Razorpay,GoCardless,Partial Payments,Billing Address,Billing City,Billing State,Billing Country,Billing Code,Billing Phone,Billing Fax,Shipping Address,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Fax,Shipping Phone Number,SKU,Project ID,Project Name,Round Off,Sales person,Subject,Primary Contact EmailID,Primary Contact Mobile,Primary Contact Phone,Estimate Number
2024-04-17,2930117000000758219,INV-001431,Closed,2930117000000495035,GLAMOUR GIRLZ CENTRAL,GLAMOUR GIRLZ CENTRAL,2024-04-17,PP.31,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,188.00,188.00,0.00,0.00,Adjustment,,2024-04-17,0,Due on Receipt,Thanks for your business.,,0.0,,,0.00,,,HAPPY FACE SPRAY CROP P/O,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: HAPPY FACE SPRAY CROP PULLOVER
STYLE#: PPC-GRLFALLS2001
C/#: BLK
S X 2
M X 0
L X 1
XL X 0",3.00,0.00,0.000,84.00,,28.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,457 CENTRAL AVE,HIGHLAND PARK,Illinois,U.S.A,60035,,,457 CENTRAL AVE,HIGHLAND PARK,Illinois,U.S.A,60035,,,,,,0.00,,,,,,
2024-04-17,2930117000000758219,INV-001431,Closed,2930117000000495035,GLAMOUR GIRLZ CENTRAL,GLAMOUR GIRLZ CENTRAL,2024-04-17,PP.31,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,188.00,188.00,0.00,0.00,Adjustment,,2024-04-17,0,Due on Receipt,Thanks for your business.,,0.0,,,0.00,,,MALIBU MOTORS CROP P/O,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: MALIBU MOTORS CROP PULLOVER
STYLE#: PPC-GRLS201
C/#: BLACK
S X 1
M X 2
L X 1
XL X 0",4.00,0.00,0.000,104.00,,26.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,457 CENTRAL AVE,HIGHLAND PARK,Illinois,U.S.A,60035,,,457 CENTRAL AVE,HIGHLAND PARK,Illinois,U.S.A,60035,,,,,,0.00,,,,,,
2024-04-05,2930117000000886272,INV-001592,Closed,2930117000000101479,CHARLOTTE WEST,CHARLOTTE WEST,2024-04-05,1896,USD,1.00,item_level,true,Template-shipTo,0.00,,0.00,1.00,660.00,690.00,0.00,0.00,Adjustment,,2024-04-05,0,Due on Receipt,END OF 4/30/2024,,0.0,,,30.00,,,TAYLOR FOR PRESIDENT TEE,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: TAYLOR FOR PRES TEE
STYLE: PPC-TS102
C/#: WHITE
S X 2
M X 10
L X 10
XL X 8",30.00,0.00,0.000,660.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 MAIN STREET,MANASQUAN,NJ,,08736,,,100 MAIN STREET,MANASQUAN,NJ,,08736,,,PPC-TS102,,,0.00,,,,,,
2024-04-15,2930117000000897044,INV-001606,Closed,2930117000000119001,Kid Biz,Kid Biz,2024-04-15,NR-21124-2,USD,1.00,item_level,true,Template-shipTo,0.00,,0.00,1.00,528.00,553.00,0.00,0.00,Adjustment,,2024-04-15,0,Due on Receipt,Thanks for your business.,,0.0,,,25.00,,,MANY HAPPY FACES CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: MANY HAPPY FACES CROP
STYLE: PPC-GRLSSP2501 
C/#: WHITE
S X 2
M X 2
L X 2
XL X 2",8.00,0.00,0.000,176.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5370 W. Lovers Lane,Dallas,TX,,75209,,,5370 W. Lovers Lane,Dallas,TX,,75209,,,PPC-GRLSSP2501,,,0.00,,,,,,
2024-04-15,2930117000000897044,INV-001606,Closed,2930117000000119001,Kid Biz,Kid Biz,2024-04-15,NR-21124-2,USD,1.00,item_level,true,Template-shipTo,0.00,,0.00,1.00,528.00,553.00,0.00,0.00,Adjustment,,2024-04-15,0,Due on Receipt,Thanks for your business.,,0.0,,,25.00,,,BEVERLY HILLS ROADSTER CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: BEVERLY HILLS ROADSTER CROP
STYLE: PPC-GRLSSP2201 
C/#: WHITE
S X 2
M X 2
L X 2
XL X 2",8.00,0.00,0.000,176.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5370 W. Lovers Lane,Dallas,TX,,75209,,,5370 W. Lovers Lane,Dallas,TX,,75209,,,PPC-GRLSSP2201,,,0.00,,,,,,
2024-04-15,2930117000000897044,INV-001606,Closed,2930117000000119001,Kid Biz,Kid Biz,2024-04-15,NR-21124-2,USD,1.00,item_level,true,Template-shipTo,0.00,,0.00,1.00,528.00,553.00,0.00,0.00,Adjustment,,2024-04-15,0,Due on Receipt,Thanks for your business.,,0.0,,,25.00,,,LOVE FLOWERS CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: LOVE FLOWERS CROP
STYLE: PPC-GRLSSP2301 
C/#: LILAC
S X 2
M X 2
L X 2
XL X 2",8.00,0.00,0.000,176.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5370 W. Lovers Lane,Dallas,TX,,75209,,,5370 W. Lovers Lane,Dallas,TX,,75209,,,PPC-GRLSSP2301,,,0.00,,,,,,
2024-04-04,2930117000000897152,INV-001613,Closed,2930117000000453150,LITTLE MAGNOLIA,LITTLE MAGNOLIA,2024-04-04,AK02022434495,USD,1.00,item_level,true,Template-shipTo,0.00,,0.00,1.00,176.00,191.00,0.00,0.00,Adjustment,,2024-04-04,0,Due on Receipt,Thanks for your business.,,0.0,,,15.00,,,TAYLOR FOR PRESIDENT TEE,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: TAYLOR FOR PRES TEE
STYLE: PPC-TAY101
C/#: WHITE
S X 2
M X 2
L X 2
XL X 2",8.00,0.00,0.000,176.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1608 West Main St,TUPELO,Mississippi,U.S.A,38801,,,1608 West Main St,TUPELO,Mississippi,U.S.A,38801,,,PPC-TS102,,,0.00,,,,,,
2024-04-14,2930117000000897200,INV-001617,Closed,2930117000000203047,EVERYTHING BUT THE PRINCESS,EVERYTHING BUT THE PRINCESS,2024-04-14,NR-21224-1,USD,1.00,item_level,true,Template-shipTo,0.00,,0.00,1.00,396.00,421.00,0.00,0.00,Adjustment,,2024-04-14,0,Due on Receipt,Thanks for your business.,,0.0,,,25.00,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: CALIFORNIA GRADIENT TEE CREW TEE
STYLE: PPC-GRLSSP21301
C/#: WHITE
S X 2
M X 3
L X 3
XL X 2",10.00,0.00,0.000,220.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,135 COLUMBIA CREST DRIVE,GRANTS PASS,OR,,97526,,,135 COLUMBIA CREST DRIVE,GRANTS PASS,OR,,97526,,,,,,0.00,,,,,,
2024-04-14,2930117000000897200,INV-001617,Closed,2930117000000203047,EVERYTHING BUT THE PRINCESS,EVERYTHING BUT THE PRINCESS,2024-04-14,NR-21224-1,USD,1.00,item_level,true,Template-shipTo,0.00,,0.00,1.00,396.00,421.00,0.00,0.00,Adjustment,,2024-04-14,0,Due on Receipt,Thanks for your business.,,0.0,,,25.00,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: MANY HAPPY FACES TEE CREW TEE
STYLE: PPC-GRLSSP2502
C/#: WHITE
S X 3
M X 3
L X 2",8.00,0.00,0.000,176.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,135 COLUMBIA CREST DRIVE,GRANTS PASS,OR,,97526,,,135 COLUMBIA CREST DRIVE,GRANTS PASS,OR,,97526,,,,,,0.00,,,,,,
2024-04-15,2930117000000897234,INV-001618,Closed,2930117000000609133,MINI DREAMERS,MINI DREAMERS,2024-04-15,NR-21224-2,USD,1.00,item_level,true,Template-shipTo,0.00,,0.00,1.00,1056.00,1081.00,0.00,0.00,Adjustment,,2024-04-16,0,Due on Receipt,Thanks for your business.,,0.0,,,25.00,,,MANY HAPPY FACES CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: MANY HAPPY FACES CROP
STYLE: PPC-GRLSSP2501 
C/#: WHITE
S X 2
M X 4
L X 4
XL X 2",12.00,0.00,0.000,264.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"18314 Oxnard St, Unit 7
Tarzana, CA 91356-1502",,,U.S.A,,,,"18314 Oxnard St, Unit 7
Tarzana, CA 91356-1502",,,U.S.A,,,,PPC-GRLSSP2501,,,0.00,,,,,,
