Invoice Date,Invoice ID,Invoice Number,Invoice Status,Customer ID,Customer Name,Company Name,Due Date,PurchaseOrder,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Template Name,Entity Discount Percent,WriteOff Date,WriteOff Amount,WriteOff Exchange Rate,SubTotal,Total,Balance,Adjustment,Adjustment Description,Expected Payment Date,Last Payment Date,Payment Terms,Payment Terms Label,Notes,Terms & Conditions,Entity Discount Amount,Branch ID,Branch Name,Shipping Charge,Item Name,Item Desc,Quantity,Discount,Discount Amount,Item Total,Usage unit,Item Price,Expense Reference ID,Recurrence Name,PayPal,Authorize.Net,Google Checkout,Payflow Pro,Stripe,Paytm,2Checkout,Braintree,Forte,WorldPay,Payments Pro,Square,WePay,Razorpay,GoCardless,Partial Payments,Billing Address,Billing City,Billing State,Billing Country,Billing Code,Billing Phone,Billing Fax,Shipping Address,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Fax,Shipping Phone Number,SKU,Project ID,Project Name,Round Off,Sales person,Subject,Primary Contact EmailID,Primary Contact Mobile,Primary Contact Phone,Estimate Number
2023-05-30,2930117000000475075,INV-000766,Closed,2930117000000101453,BLU POPPY BOUTIQUE,BLU POPPY BOUTIQUE,2023-05-30,1210 B,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,374.00,394.00,0.00,0.00,Adjustment,,2023-05-30,0,Due on Receipt,Thanks for your business.,,0.0,,,20.00,BOWIE WORLD TOUR '74 CROP,"DISTRESSED CROP TOP | 100% COTTON WHITE
S x 1
M x 2
L x 2
XL x 1",6.00,0.00,0.000,132.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5500 SUNRISE HIGHWAY,MASSAPEQUA,NY,,11758,,,5500 SUNRISE HIGHWAY,MASSAPEQUA,NY,,11758,,,PPC-KDSSP901,,,0.00,,,,,,
2023-05-30,2930117000000475075,INV-000766,Closed,2930117000000101453,BLU POPPY BOUTIQUE,BLU POPPY BOUTIQUE,2023-05-30,1210 B,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,374.00,394.00,0.00,0.00,Adjustment,,2023-05-30,0,Due on Receipt,Thanks for your business.,,0.0,,,20.00,,"KEEP ON SMILING CROP 
100% COTTON BABY BLUE
S x 1
M x 2
L x 2
XL x 1",6.00,0.00,0.000,132.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5500 SUNRISE HIGHWAY,MASSAPEQUA,NY,,11758,,,5500 SUNRISE HIGHWAY,MASSAPEQUA,NY,,11758,,,,,,0.00,,,,,,
2023-05-30,2930117000000475075,INV-000766,Closed,2930117000000101453,BLU POPPY BOUTIQUE,BLU POPPY BOUTIQUE,2023-05-30,1210 B,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,374.00,394.00,0.00,0.00,Adjustment,,2023-05-30,0,Due on Receipt,Thanks for your business.,,0.0,,,20.00,,"9-HAPPY FACES CROP
100% COTTON OFF-BLACK
S x 1
M x 1
L x 2
XL x 1",5.00,0.00,0.000,110.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5500 SUNRISE HIGHWAY,MASSAPEQUA,NY,,11758,,,5500 SUNRISE HIGHWAY,MASSAPEQUA,NY,,11758,,,,,,0.00,,,,,,
2023-05-30,2930117000000517065,INV-000900,Closed,2930117000000101479,CHARLOTTE WEST,CHARLOTTE WEST,2023-05-30,1020 B,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,176.00,176.00,0.00,0.00,Adjustment,,2023-05-30,0,Due on Receipt,Thanks for your business.,,0.0,,,0.00,COWGIRL CROP,"DISTRESSED CROP TOP | 100% COTTON WHITE
S x 2
M x 2
L x 2
XL x 2",8.00,0.00,0.000,176.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 MAIN STREET,MANASQUAN,NJ,,08736,,,100 MAIN STREET,MANASQUAN,NJ,,08736,,,PPC-KDSSP565,,,0.00,,,,,,
2023-05-02,2930117000000542013,INV-000938,Closed,2930117000000466001,J & S KIDSWEAR,J & S KIDSWEAR,2023-05-02,47262-D I,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,2244.00,2294.00,0.00,0.00,Adjustment,,2023-05-02,0,Due on Receipt,Thanks for your business.,,0.0,,,50.00,BOWIE WORLD TOUR '74 CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: BOWIE CROP
DISTRESSED CROP TOP | 100% COTTON WHITE
C/#: WHITE
STYLE#: PPC-KIDSP1-901
S X 20
M X 40
L X 40
XL X 20",120.00,15.00,396.000,2244.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"343B S Oyster Bay Rd, Plainview, NY 11803",Plainview,New York,U.S.A,11803,,,"377 E SOUTH OYSTER BAY ROAD, PLAINVIEW, NY 11803",PLAINVIEW,New York,,11803,,,PPC-KDSSP901,,,0.00,,,,,,
2023-05-05,2930117000000543125,INV-000939,Closed,2930117000000120187,Frankies on the Park,Frankies on the Park,2023-05-05,1097 B,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,792.00,812.00,0.00,0.00,Adjustment,,2023-05-05,0,Due on Receipt,Thanks for your business.,,0.0,,,20.00,SUNSET DREAMS FESTIVAL CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: SUNSET DREAMS FESTIVAL CROP
DISTRESSED CROP TOP | 100% COTTON
SKU/#: PPC-KIDSP2-102
C/#: IVORY
S X 3
M X 3
L X 6
XL X 6",18.00,0.00,0.000,396.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2322 N. Clark Street,Chicago,IL,,60614,,,2322 N. Clark Street,Chicago,IL,,60614,,,PPC-KIDSP2-102,,,0.00,,,,,,
2023-05-05,2930117000000543125,INV-000939,Closed,2930117000000120187,Frankies on the Park,Frankies on the Park,2023-05-05,1097 B,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,792.00,812.00,0.00,0.00,Adjustment,,2023-05-05,0,Due on Receipt,Thanks for your business.,,0.0,,,20.00,GRAFFITI HAPPY FACE TEE,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: GRAFFITI HAPPY FACE TEE
CREW TEE | 100% COTTON
SKU/#: PPC-KIDSP2-129
C/#: PINK
S X 3
M X 3
L X 6
XL X 6",18.00,0.00,0.000,396.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2322 N. Clark Street,Chicago,IL,,60614,,,2322 N. Clark Street,Chicago,IL,,60614,,,PPC-KIDSP2-129,,,0.00,,,,,,
2023-08-15,2930117000000544537,INV-000947,Closed,2930117000000203123,Stephanie Kloset,Stephanie Kloset,2023-08-15,1030 B,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,132.00,132.00,0.00,0.00,Adjustment,,2023-08-16,0,Due on Receipt,Thanks for your business.,,0.0,,,0.00,SUNFLOWER CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: SUNFLOWER CROP
DISTRESSED CROP TOP | 100% COTTON
SKU/#: PPC-KIDSP2-101
C/#: GOLDEN YELLOW
S X 1
M X 2
L X 2
XL X 1",6.00,0.00,0.000,132.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1917 Palmer Ave,Larchmont,NY,,10538,,,1917 Palmer Ave,Larchmont,NY,,10538,,,PPC-KIDSP2-101,,,0.00,,,,,,
2023-05-30,2930117000000547749,INV-000978,Closed,2930117000000492025,AUSTYN PARKER,AUSTYN PARKER,2023-05-30,2784 B,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,110.00,125.00,0.00,0.00,Adjustment,,2023-05-30,0,Due on Receipt,Thanks for your business.,,0.0,,,15.00,BROOKLYN STRIPES CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: BROOKLYN STRIPES CROP
DISTRESSED CROP TOP | 100% COTTON NAVY
C/#: NAVY
ITEM#: PPC-KIDSP1-601
S X 2
M X 2
L X 1",5.00,0.00,0.000,110.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"5924 CONWAY ROAD
BETHESDA, MD - 20817",,,U.S.A,,,,"5924 CONWAY ROAD
BETHESDA, MD - 20817",,,U.S.A,,,,PPC-KIDSP1-601,,,0.00,,,,,,
2023-04-06,2930117000000550011,INV-000979,Closed,2930117000000550001,Lily Pads,Lily Pads,2023-04-06,CK3028795,USD,1.00,item_level,true,Standard Template,0.00,,0.00,1.00,484.00,509.00,0.00,0.00,Adjustment,,2023-05-06,0,Due on Receipt,Thanks for your business.,,0.0,,,25.00,SUNSET DREAMS FESTIVAL TEE,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: SUNSET DREAMS FESTIVAL TEE
CREW TEE | 100% COTTON
SKU/#: PPC-KIDSP2-106
UPC/#: PPC1210P2-106
C/#: IVORY
S X 2
M X 2
L X 2
XL X 2",8.00,0.00,0.000,176.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1010 56th Street E,Northport,AL,U.S.A,35473,(205) 752-2229,,420 Main Ave,Northport,AL,U.S.A,35476,,(205) 752-2229,PPC-KIDSP2-106,,,0.00,,,,,,
