Invoice Date,Invoice ID,Invoice Number,Invoice Status,Customer ID,Customer Name,Company Name,Is Inclusive Tax,Due Date,PurchaseOrder,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Template Name,Entity Discount Percent,WriteOff Date,WriteOff Amount,WriteOff Exchange Rate,SubTotal,Total,Balance,Adjustment,Adjustment Description,Expected Payment Date,Last Payment Date,Payment Terms,Payment Terms Label,Notes,Terms & Conditions,Entity Discount Amount,Branch ID,Branch Name,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Amount,Shipping Charge Tax Name,Shipping Charge Tax %,Shipping Charge Tax Type,Item Name,Item Desc,Quantity,Discount,Discount Amount,Item Total,Usage unit,Item Price,Expense Reference ID,Recurrence Name,PayPal,Authorize.Net,Google Checkout,Payflow Pro,Stripe,Paytm,2Checkout,Braintree,Forte,WorldPay,Payments Pro,Square,WePay,Razorpay,GoCardless,Partial Payments,Billing Address,Billing City,Billing State,Billing Country,Billing Code,Billing Phone,Billing Fax,Shipping Address,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Fax,Shipping Phone Number,Project ID,Project Name,Round Off,Sales person,Primary Contact EmailID,Primary Contact Mobile,Primary Contact Phone,Estimate Number,Tax1 ID,Item Tax1,Item Tax1 %,Item Tax1 Amount,Item Tax1 Type
2023-04-24,135268000004598011,INV-9473,Overdue,135268000001585001,LULU'S,LULU'S,false,2023-05-24,160935,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,6075.00,6075.00,67.50,0.00,Adjustment,,,30,Net 30,Thanks for your business.,"SHIPPED IN 7 CARTONS VIA UPS ON 4/24/2023.

UPS TRACKING #:

Package 1 - 1Z01VY580392548075
Package 2 - 1Z01VY580392369287
Package 3 - 1Z01VY580390399098
Package 4 - 1Z01VY580392913509
Package 5 - 1Z01VY580394348519
Package 6 - 1Z01VY580392900120
Package 7 - 1Z01VY580392124335",0.0,,,0.00,,,,,,CASSETTE TAPE MUSCLE,"Style #: PPCCASTCRP2
CASSETTE TAPE MUSCLE TEE
UPC #: MS650910-02-XS
Lulus Product ID: 1520576
Size: XS
Quantity Color: 48 UNITS /OFF-WHITE",48.00,0.00,0.000,648.00,,13.50,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,195 Humboldt Ave,CHICO,CALIFORNIA,USA,95928,,,3951 E. Earlstone Street.,Ontario,CA,,91761,,,,,0.00,,,,,,,,,,
2023-04-24,135268000004598011,INV-9473,Overdue,135268000001585001,LULU'S,LULU'S,false,2023-05-24,160935,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,6075.00,6075.00,67.50,0.00,Adjustment,,,30,Net 30,Thanks for your business.,"SHIPPED IN 7 CARTONS VIA UPS ON 4/24/2023.

UPS TRACKING #:

Package 1 - 1Z01VY580392548075
Package 2 - 1Z01VY580392369287
Package 3 - 1Z01VY580390399098
Package 4 - 1Z01VY580392913509
Package 5 - 1Z01VY580394348519
Package 6 - 1Z01VY580392900120
Package 7 - 1Z01VY580392124335",0.0,,,0.00,,,,,,CASSETTE TAPE MUSCLE,"Style #: PPCCASTCRP2
CASSETTE TAPE MUSCLE TEE
UPC #: MS650910-02-S
Lulus Product ID: 1520576
Size: S
Quantity Color: 173 UNITS /OFF-WHITE",173.00,0.00,0.000,2335.50,,13.50,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,195 Humboldt Ave,CHICO,CALIFORNIA,USA,95928,,,3951 E. Earlstone Street.,Ontario,CA,,91761,,,,,0.00,,,,,,,,,,
2023-04-24,135268000004598011,INV-9473,Overdue,135268000001585001,LULU'S,LULU'S,false,2023-05-24,160935,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,6075.00,6075.00,67.50,0.00,Adjustment,,,30,Net 30,Thanks for your business.,"SHIPPED IN 7 CARTONS VIA UPS ON 4/24/2023.

UPS TRACKING #:

Package 1 - 1Z01VY580392548075
Package 2 - 1Z01VY580392369287
Package 3 - 1Z01VY580390399098
Package 4 - 1Z01VY580392913509
Package 5 - 1Z01VY580394348519
Package 6 - 1Z01VY580392900120
Package 7 - 1Z01VY580392124335",0.0,,,0.00,,,,,,CASSETTE TAPE MUSCLE,"Style #: PPCCASTCRP2
CASSETTE TAPE MUSCLE TEE
UPC #: MS650910-02-M
Lulus Product ID: 1520576
Size: M
Quantity Color: 131 UNITS /OFF-WHITE",131.00,0.00,0.000,1768.50,,13.50,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,195 Humboldt Ave,CHICO,CALIFORNIA,USA,95928,,,3951 E. Earlstone Street.,Ontario,CA,,91761,,,,,0.00,,,,,,,,,,
2023-04-24,135268000004598011,INV-9473,Overdue,135268000001585001,LULU'S,LULU'S,false,2023-05-24,160935,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,6075.00,6075.00,67.50,0.00,Adjustment,,,30,Net 30,Thanks for your business.,"SHIPPED IN 7 CARTONS VIA UPS ON 4/24/2023.

UPS TRACKING #:

Package 1 - 1Z01VY580392548075
Package 2 - 1Z01VY580392369287
Package 3 - 1Z01VY580390399098
Package 4 - 1Z01VY580392913509
Package 5 - 1Z01VY580394348519
Package 6 - 1Z01VY580392900120
Package 7 - 1Z01VY580392124335",0.0,,,0.00,,,,,,CASSETTE TAPE MUSCLE,"Style #: PPCCASTCRP2
CASSETTE TAPE MUSCLE TEE
UPC #: MS650910-02-L
Lulus Product ID: 1520576
Size: L
Quantity Color: 71 UNITS /OFF-WHITE",71.00,0.00,0.000,958.50,,13.50,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,195 Humboldt Ave,CHICO,CALIFORNIA,USA,95928,,,3951 E. Earlstone Street.,Ontario,CA,,91761,,,,,0.00,,,,,,,,,,
2023-04-24,135268000004598011,INV-9473,Overdue,135268000001585001,LULU'S,LULU'S,false,2023-05-24,160935,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,6075.00,6075.00,67.50,0.00,Adjustment,,,30,Net 30,Thanks for your business.,"SHIPPED IN 7 CARTONS VIA UPS ON 4/24/2023.

UPS TRACKING #:

Package 1 - 1Z01VY580392548075
Package 2 - 1Z01VY580392369287
Package 3 - 1Z01VY580390399098
Package 4 - 1Z01VY580392913509
Package 5 - 1Z01VY580394348519
Package 6 - 1Z01VY580392900120
Package 7 - 1Z01VY580392124335",0.0,,,0.00,,,,,,CASSETTE TAPE MUSCLE,"Style #: PPCCASTCRP2
CASSETTE TAPE MUSCLE TEE
UPC #: MS650910-02-XL
Lulus Product ID: 1520576
Size: XL
Quantity Color: 27 UNITS /OFF-WHITE",27.00,0.00,0.000,364.50,,13.50,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,195 Humboldt Ave,CHICO,CALIFORNIA,USA,95928,,,3951 E. Earlstone Street.,Ontario,CA,,91761,,,,,0.00,,,,,,,,,,
2023-05-15,135268000004714052,INV-9750,Void,135268000004714042,PINK BIRCH BOUTIQUE,PINK BIRCH BOUTIQUE,false,2023-05-15,4644-B,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,444.00,469.00,469.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,The order is ready to ship. Please make payment ready.,0.0,,,25.00,,,,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: HAMPTONS TENNIS CROP
C/#: WHITE
S x 1
M x 3
L x 3
XL x 1",8.00,0.00,0.000,144.00,,18.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9 SHAMBLIN PLACE,CHARLESTON,West Virginia,U.S.A,25314,,,819 LEE STREET EAST,CHARLESTON,West Virginia,U.S.A,25301,,,,,0.00,,,,,,,,,,
2023-05-15,135268000004714052,INV-9750,Void,135268000004714042,PINK BIRCH BOUTIQUE,PINK BIRCH BOUTIQUE,false,2023-05-15,4644-B,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,444.00,469.00,469.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,The order is ready to ship. Please make payment ready.,0.0,,,25.00,,,,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: RED ROCK CROP
C/#: PINK
S x 1
M x 3
L x 3
XL x 1",8.00,0.00,0.000,160.00,,20.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9 SHAMBLIN PLACE,CHARLESTON,West Virginia,U.S.A,25314,,,819 LEE STREET EAST,CHARLESTON,West Virginia,U.S.A,25301,,,,,0.00,,,,,,,,,,
2023-05-15,135268000004714052,INV-9750,Void,135268000004714042,PINK BIRCH BOUTIQUE,PINK BIRCH BOUTIQUE,false,2023-05-15,4644-B,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,444.00,469.00,469.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,The order is ready to ship. Please make payment ready.,0.0,,,25.00,,,,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: LA RODEO CROP
C/#: RED
M x 3
L x 3
XL x 1",7.00,0.00,0.000,140.00,,20.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9 SHAMBLIN PLACE,CHARLESTON,West Virginia,U.S.A,25314,,,819 LEE STREET EAST,CHARLESTON,West Virginia,U.S.A,25301,,,,,0.00,,,,,,,,,,
2023-05-08,135268000004714479,INV-9765,Closed,135268000001504126,REVOLUTION CLOTHIERS & CO,REVOLUTION CLOTHIERS & CO,false,2023-05-08,3140-B,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,120.00,135.00,0.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,The order is ready to ship. Please make payment ready.,0.0,,,15.00,,,,,,BOWIE IN CONCERT CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: BOWIE IN CONCERT CROP
C/#: BLACK
XS X 1
S X 2
M X 2
L X 1",6.00,0.00,0.000,120.00,,20.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,227 EAST BLVD,CHARLOTTE,North Carolina,U.S.A,28203,,,227 EAST BLVD,CHARLOTTE,North Carolina,U.S.A,28203,,,,,0.00,,,,,,,,,,
2023-06-09,135268000004714758,INV-9777,Closed,135268000004714728,JOONIE GLAM BOUTIQUE,JOONIE GLAM BOUTIQUE,false,2023-06-09,4677-B,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,120.00,135.00,0.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,The order is ready to ship. Please make payment ready.,0.0,,,15.00,,,,,,BIKE WEEK CROP,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: BIKE WEEK CROP
100% COTTON
C/#: BLACK
M X 2
L X 2
XL X 2",6.00,0.00,0.000,120.00,,20.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2155 HAPPY HOLLOW DR.,PADUCAH,Kentucky,U.S.A,42003,,,2155 HAPPY HOLLOW DR.,PADUCAH,Kentucky,U.S.A,42003,,,,,0.00,,,,,,,,,,
